,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,rt.sulfur.dioxide
3510,6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6,8.124038405
1528,7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,6,6.92820323
1268,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,6.708203932
4735,5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.63333333,6,5.567764363
4472,6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,6,4.898979486
1265,7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9,5,3.872983346
1988,8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,5,7.549834435
1785,6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7,7.348469228
2397,8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,5,5
2345,7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,4.582575695
2059,7.3,0.29,0.37,8.3,0.044,45,227,0.9966,3.12,0.47,9,5,6.708203932
4213,6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,4,3.605551275
1909,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,5.099019514
3109,7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,5,5.744562647
3123,5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9,6,5.567764363
926,6.3,0.27,0.23,2.9,0.047,13,100,0.9936,3.28,0.43,9.8,5,3.605551275
4074,6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,5,3.31662479
4196,7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8,4.898979486
3766,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,7.681145748
3231,6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,6,7.745966692
606,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,6,5.830951895
3825,7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,7,5.567764363
3731,6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,6,7.615773106
3007,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,8.602325267
3789,6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5,7.280109889
1222,5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,7,7.071067812
519,5.9,0.13,0.28,1.9,0.05,20,78,0.9918,3.43,0.64,10.8,6,4.472135955
3564,7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5,4.795831523
3888,7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,4.582575695
2312,7,0.22,0.26,2.8,0.036,44,132,0.99078,3.34,0.41,12,7,6.633249581
1292,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6,7.348469228
190,6.5,0.28,0.28,8.5,0.047,54,210,0.9962,3.09,0.54,8.9,4,7.348469228
4635,5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,6,7
1789,8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5,6.08276253
4737,6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8,6,3.605551275
2453,7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11,7,5.916079783
4435,7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,6,4.242640687
1205,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,3.16227766
4468,6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,5,6.32455532
1271,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,6.708203932
2068,7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,5,5.099019514
4450,6.4,0.28,0.22,12.8,0.039,51,150,0.99535,3.23,0.43,10.7,6,7.141428429
586,7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6,5.099019514
739,7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8,7,6.32455532
3921,7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6,4.898979486
2010,8,0.4,0.33,7.7,0.034,27,98,0.9935,3.18,0.41,12.2,7,5.196152423
1232,7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4,7,6.32455532
3171,7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,6,7.937253933
1563,7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,7,5.099019514
3965,7.5,0.35,0.48,12.4,0.056,61,176.5,0.99803,2.97,0.52,8.8,5,7.810249676
1023,6.8,0.19,0.32,7.05,0.019,54,188,0.9935,3.25,0.37,11.1,8,7.348469228
3706,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,5.099019514
171,7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,6,5.385164807
2496,6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,5,6.708203932
1066,8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,5,5.656854249
2305,7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6,3.872983346
1260,6.2,0.21,0.38,6.8,0.036,64,245,0.9951,3.06,0.36,9.3,6,8
2085,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,6,6.8556546
3841,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,4.898979486
370,7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,5,5.099019514
1084,7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,6.557438524
3791,6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5,7.211102551
4112,5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3,6,4.242640687
4224,5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,4,2.449489743
570,6.5,0.28,0.27,5.2,0.04,44,179,0.9948,3.19,0.69,9.4,6,6.633249581
4018,5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,6,5.656854249
2307,5.6,0.295,0.2,2.2,0.049,18,134,0.99378,3.21,0.68,10,5,4.242640687
2814,5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7,5
2535,6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7,7,4.358898944
787,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,6,5.567764363
4462,7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,6,5.385164807
3170,5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6,5.291502622
227,6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6,6.403124237
4387,6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,6,7.348469228
13,7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,5,4
3113,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5,4.898979486
1518,8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6,7.211102551
127,7.4,0.39,0.23,7,0.033,29,126,0.994,3.14,0.42,10.5,5,5.385164807
903,6.1,0.28,0.35,12.8,0.048,63,229,0.9975,3.08,0.4,8.9,5,7.937253933
4411,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.733333333,5,5.916079783
3406,5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,6,3.741657387
633,6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7,6,4
2527,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7,5.916079783
1624,7,0.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,6,4.69041576
972,6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7,4.898979486
3370,7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5,7,5.656854249
3115,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6,6.08276253
2776,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8,6.08276253
3492,8,0.2,0.44,1,0.057,24,111,0.99158,3.09,0.32,11.2,6,4.898979486
4614,5.8,0.27,0.2,7.3,0.04,42,145,0.99442,3.15,0.48,9.8,5,6.480740698
1195,6.2,0.37,0.22,8.3,0.025,36,216,0.9964,3.33,0.6,9.6,6,6
3568,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,4.472135955
1626,6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,6,6.08276253
3306,6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,7,5.744562647
2961,7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7,6.403124237
2616,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7,6.8556546
3876,7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,7,6.708203932
2832,6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,5,5.567764363
3272,6.5,0.32,0.34,5.7,0.044,27,91,0.99184,3.28,0.6,12,7,5.196152423
921,7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,7,7.681145748
3693,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7,4.358898944
4678,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7,6.08276253
3179,7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,6,4.795831523
1244,7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7,5.916079783
2052,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5,6.403124237
4086,7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,6,3.741657387
176,6.9,0.23,0.4,7.5,0.04,50,151,0.9927,3.11,0.27,11.4,6,7.071067812
3610,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,5.196152423
4201,8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6,5.291502622
1169,7.2,0.2,0.38,1,0.037,21,74,0.9918,3.21,0.37,11,5,4.582575695
1930,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5,6.782329983
1184,6.4,0.26,0.3,2.2,0.025,33,134,0.992,3.21,0.47,10.6,6,5.744562647
2231,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7,6.708203932
3307,6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,7,6.403124237
266,6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,5,6
4429,6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,6,5.744562647
1003,6.4,0.28,0.43,7.1,0.045,60,221,0.9952,3.09,0.45,9.4,6,7.745966692
2302,6.6,0.22,0.28,12.05,0.058,25,125,0.99856,3.45,0.45,9.4,5,5
4080,5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,6,5.196152423
2575,6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,5,8.366600265
2462,8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,5,3.31662479
214,6.7,0.13,0.29,5.3,0.051,31,122,0.9944,3.44,0.37,9.7,6,5.567764363
669,6.1,0.14,0.25,1.3,0.047,37,173,0.9925,3.35,0.46,10,6,6.08276253
3364,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6,6.8556546
3852,5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,7,5.656854249
3086,8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5,6,4.898979486
4245,7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,5,6.633249581
3773,6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,7.280109889
3597,6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3,0.52,11.9,7,7.416198487
4726,6.9,0.31,0.33,12.7,0.038,33,116,0.9954,3.04,0.65,10.4,6,5.744562647
1149,7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,6,5.385164807
4424,6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6,4.898979486
4890,4.9,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6,5.830951895
3473,6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6,4.898979486
187,6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,6,7
1011,7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6,5
4683,6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8,6,3.872983346
1198,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7,6.670832032
711,6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5,5,7.141428429
2954,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,5,2.828427125
714,6.4,0.31,0.39,7.5,0.04,57,213,0.99475,3.32,0.43,10,5,7.549834435
548,7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,6,3.16227766
4698,6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7,5.385164807
1676,6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,5,8.062257748
4493,6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,6,4.123105626
134,6.6,0.24,0.27,15.8,0.035,46,188,0.9982,3.24,0.51,9.2,5,6.782329983
2843,5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,6,4.795831523
160,5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8,6.557438524
458,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,5.099019514
4897,5.5,0.29,0.3,1.1,0.022,20,110,0.98869,3.34,0.38,12.8,7,4.472135955
4851,7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,6,8.185352772
2598,6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,6,7.483314774
424,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6,6.08276253
4488,6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6,5.656854249
1741,6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6,4.795831523
3748,6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,6,8.185352772
1604,5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,7,3.16227766
959,6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,7,5
4251,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6,6.633249581
3097,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,7,4.358898944
1698,6.9,0.18,0.3,2,0.038,39,190,0.9914,3.32,0.37,12.2,6,6.244997998
3694,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,5.744562647
3953,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,5.830951895
2833,6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,6,3.605551275
2203,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,5,7.280109889
1605,6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,5,6.244997998
2087,8.2,0.17,0.32,1.5,0.05,17,101,0.994,3.14,0.58,9.5,5,4.123105626
4032,6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5,3.872983346
2011,7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,6,4.472135955
3674,5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,5
4160,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,5.744562647
4378,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,6,5.656854249
2942,7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,5,3.741657387
2196,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,5,3.605551275
785,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,5,6.8556546
678,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,4.795831523
4590,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,5.567764363
1801,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6,7.549834435
4231,6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,6,3.16227766
4053,6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,6.708203932
1560,8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,4,3.741657387
4767,6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,8,5.291502622
781,6,0.395,0,1.4,0.042,7,55,0.99135,3.37,0.38,11.2,4,2.645751311
84,7.3,0.22,0.3,8.2,0.047,42,207,0.9966,3.33,0.46,9.5,6,6.480740698
2563,6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,3.31662479
675,6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,5,7.549834435
4624,6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,6,4.472135955
2216,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6,5.656854249
47,6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,4,7.937253933
4339,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,6.708203932
1348,8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7,5.916079783
4376,6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,6,6.32455532
3258,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,6.244997998
865,4.8,0.33,0,6.5,0.028,34,163,0.9937,3.35,0.61,9.9,5,5.830951895
3327,6.6,0.17,0.28,1.8,0.042,62,178,0.99204,3.15,0.42,10.2,5,7.874007874
1894,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,6.32455532
3108,7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,6,5.567764363
868,7.8,0.18,0.46,12.6,0.042,41,143,1,3.24,0.76,8.5,8,6.403124237
1997,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6,6.8556546
4521,5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,5,7.416198487
4170,6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,7,6.708203932
631,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,5,5.916079783
1656,7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,5,5.196152423
1790,7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,7,5.099019514
2979,6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,6.708203932
1375,6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,7,4.898979486
352,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,5.656854249
726,6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,5,5.916079783
1728,7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,6,8.246211251
1202,7,0.17,0.37,1.5,0.028,26,75,0.9922,3.3,0.46,10.8,7,5.099019514
1409,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,5.916079783
1073,8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9,7,5.291502622
3322,6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,6,3.872983346
2005,7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6,6,7.615773106
4622,7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,7,5.477225575
432,6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,5,4.358898944
2078,7,0.22,0.39,2.1,0.055,39,198,0.9951,3.52,0.54,10.2,6,6.244997998
1185,7.9,0.46,0.32,4.1,0.033,40,138,0.9912,3.18,0.44,12.8,7,6.32455532
2693,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,4.472135955
3202,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6,6.8556546
4550,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,4
1111,7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,5.196152423
4159,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,5.744562647
3445,6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,5,8.062257748
254,5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7,3,2.236067977
369,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,6
1007,5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,6.32455532
2762,6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,5,7.141428429
3238,6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,7,6.557438524
1069,8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6,7,3
1782,6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5,4,3.605551275
3944,6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9,6,5.099019514
1039,7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,7,5.744562647
3225,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6,7.549834435
2585,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,4.358898944
4531,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6,7.874007874
2919,5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6,3.872983346
1304,8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,6,7.745966692
1807,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5,3
1935,6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6,5
2975,7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,6,7.071067812
4189,5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,6,5
2244,6.7,0.23,0.42,11.2,0.047,52,171,0.99758,3.54,0.74,10.4,5,7.211102551
1,7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6,6.708203932
1414,8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,4.69041576
2701,6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,7,3.872983346
1434,7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6,5.656854249
1492,7.5,0.2,0.49,1.3,0.031,8,97,0.9918,3.06,0.62,11.1,5,2.828427125
954,8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,5,6.244997998
4824,6.5,0.28,0.34,4.6,0.054,22,130,0.99193,3.2,0.46,12,7,4.69041576
3540,7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7,6,5.196152423
4781,5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,5,6
94,6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6,7,6.92820323
3330,6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,6,6
430,7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5,7.348469228
3319,6.6,0.16,0.35,1.8,0.042,26,105,0.98962,3.19,0.75,12.4,7,5.099019514
3519,7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,5,5.099019514
188,5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11,5,6.480740698
3559,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,6.244997998
405,6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,6,5.744562647
4530,7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6,7.778174593
1089,7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,6.557438524
4382,6.4,0.3,0.27,5,0.058,27,151,0.99198,3.22,0.49,12.2,6,5.196152423
3556,5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,6,5.196152423
3136,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6,7.141428429
4804,6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,7,6.480740698
3005,6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,6,5.099019514
4020,6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5,2.449489743
4575,6.2,0.2,0.26,9.7,0.03,39,102,0.9908,3.08,0.56,12.9,7,6.244997998
3788,6.4,0.34,0.44,8.2,0.043,54,201,0.99551,3.18,0.48,9.5,5,7.348469228
3482,5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4,5,6
4288,7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5,5.291502622
4527,5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,6,6.480740698
2311,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,5,5.830951895
